,locations,source_reliability,media,confidence,text,text_translated,_timestamp,num_persons,mode,origin,destination,geom_tweet,triage_status,source,uniqueid
88,"['budapest', 'germany', 'austria']",1.0,,0.802,إغلاق محطة قطارات بودابست بعد وصول آلاف اللاجئين الى ألمانيا والنمسا عبر قطاراتها http://t.co/KrAZad1QTk,budapest train station closed after thousands of refugees arrive in germany and austria via its trains,2019-09-24 10:38:13,,train,,DE,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,80
89,[],1.0,['http://pbs.twimg.com/media/CN0KggBWgAAYt77.jpg'],0.949,"المنظمة الدولية للهجرة: 350 ألف مهاجر عبروا البحر المتوسط منذ بداية العام
… http://t.co/l1deQbqgAx http://t.co/srNsfeOwQQ",iom 350 000 migrants have crossed the mediterranean since the beginning of the year,2019-09-24 11:42:21,350000.0,,,,,,twitter,81
90,"['iceland', 'syria', 'syria']",0.94,['http://pbs.twimg.com/media/CN0T7MSUwAICG7T.jpg'],0.855,RT @SameeraAbd: عشرة الاف آيسلندي يعرضون  بيوتهم للاجئين السوروين #سوريا http://t.co/AYFb3XtXps,10 000 icelanders offer their homes to syrian refugees syria,2019-09-24 12:23:32,10000.0,,,,,,twitter,82
91,"['vienna', 'syria', 'austria']",0.463,['http://pbs.twimg.com/media/CN0Vl5MWoAAtvuh.jpg'],0.735,"RT @AbouAmmarr: #استحيوا_يا
قبل ساعات وصل أكثر من 1000 لاجئ إلى محطة قطارات فيينا معظمهم سوريون
استقبلهم النمساويين بالأطعمة والألبسة http:…",exhausted hours ago more than 1000 refugees arrived at the vienna train station mostly syrians the austrian received them with food and clothing,2019-09-24 12:30:48,1000.0,train,,,010100000076711B0DE05D30409A99999999194840,,twitter,83
92,"['austria', 'germany', 'syria']",0.998,,0.982,"RT @RTarabic: مئات #اللاجئين من #الرجال و #النساء و #الأطفال غالبيتهم من #السوريين يتدفقون في قطارات إلى #النمسا و #ألمانيا
http://t.co/ImA…",hundreds of refugees from men and women and children mostly from syrians flocking in trains to austria and germany,2019-09-24 20:30:08,,train,,AT,010100000076711B0DE05D30409A99999999194840,,twitter,84
93,"['dresden', 'germany', 'syria', 'germany']",0.859,['http://pbs.twimg.com/media/CN2RgMuUcAA-Hr4.jpg'],0.68,"RT @aali4573: أهلا وسهلا مكتوبة ""بالعربية"" على قطارات مدينة دريسدن الألمانية ترحيبا باللاجئين السوريين 

شكرًا المانيا ... http://t.co/mHM5…",aali4573 welcome german trains on the trains of the german city of dresden welcomed the syrian refugees thank you germany,2019-09-24 21:32:13,,train,,,01010000004850FC1873772B40787AA52C43844940,,twitter,85
94,['austria'],0.01,['http://pbs.twimg.com/media/CN3tv9AVAAA2GRs.jpg'],0.866,RT @shamlnews: الشرطة النمساوية تعثر على 24 لاجئاً في شاحنة مغلقة http://t.co/Gc9VLuRFHD http://t.co/zILXpekTk5,austrian police find 24 refugees in closed truck,2019-09-25 04:15:11,24.0,truck,,,010100000076711B0DE05D30409A99999999194840,,twitter,86
95,"['austria', 'syria']",0.112,,0.766,"اكيد لما الماانيا و النمسا استضافوا اللاجئين السوريين , هايخلوا البنت السورية تتجوز واحد و يدفع ليها  5000 جنية.",it is certain that the almanya and austria hosted the syrian refugees,2019-09-25 10:50:36,,,,,010100000076711B0DE05D30409A99999999194840,,twitter,87
96,"['macedonian', 'greece']",0.9,['http://pbs.twimg.com/media/CN5fCofWsAAugyF.jpg'],0.73,#صور |  تزايد عدد اللاجئبن على الحدود المقدونية مع #اليونان، حيث ينتظر حوالي ألف مهاجر على الحدود من أجل دخول مقدونيا http://t.co/1u78h3Xpem,photos the number of refugees on the macedonian border has increased with greece where about 1 000 migrants are waiting on the border to enter macedonia,2019-09-25 12:30:10,1000.0,,,,0101000000575BB1BFEC6E35400000000000004540,,twitter,88
97,"['greece', 'macedonia']",0.406,,0.965,بالصور: تزايد أعداد المهاجرين على حدود مقدونيا وأكثر من سبعة آلاف مهاجر سيعبرون الحدود من اليونان إلى مقدونيا... http://t.co/N4SOj06Ej2,more than 7 000 migrants will cross the border from greece to macedonia,2019-09-25 14:57:25,7000.0,,EL,MK0,010100000000000000000036400000000000804340,,twitter,89
98,['syria'],0.025,['http://pbs.twimg.com/media/CN7C5S7UcAAIwep.jpg'],0.74,"RT @aali4573: ألمان بانتظار قطار يحمل لاجئين سوريين 
والألمان يجهزون الغذاء ""للاجئيين""

لم يسألو ع دينه مذهبه قوميتة بل ع إنسانيته http://t…",aali4573 a german waiting for a train carrying syrian refugees the germans are preparing food for the refugees,2019-09-25 19:46:29,,train,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,90
99,[],0.905,,0.698,"RT @CyberAmancom: مئات اللاجئين يدخلون محطة القطارات الرئيسية في بودابست بعد انسحاب قوات الأمن... 
http://t.co/Dp1v1WuJpe",hundreds of refugees enter budapests main train station after security forces withdraw,2019-09-26 06:58:31,,train,,,,,twitter,91
100,"['budapest', 'syria']",0.785,['http://pbs.twimg.com/media/CN9p_YgWEAEVR5e.jpg'],0.813,RT @cnnarabic: بالصور: مئات اللاجئين السوريين يتدفقون على محطة قطار بودابست بعد إغلاقها أمامهم لأيام http://t.co/mRXrHx7vh7 http://t.co/9sw…,pictures hundreds of syrian refugees flock to budapest train station after closing them for days,2019-09-26 07:56:29,,train,,HU110,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,92
101,['germany'],0.982,,0.965,RT @wasel_news: توقعات بوصول 2500 لاجئ لألمانيا  ظهر اليوم http://t.co/qrFrNjcFiY,expectations of 2500 refugees arrive in germany today afternoon,2019-09-30 08:27:32,2500.0,,,DE,0101000000151DC9E53FC42A40EEEBC03923424A40,,twitter,93
102,['serbia'],0.064,,0.74,"RT @peryahmed28: الشرطة المجرية: فرار نحو 300 شخص من مخيم للاجئين بالقرب من الحدود الصربية
#حملة_أهالينا_السوريين",peryahmed28 hungarian police about 300 people flee a refugee camp near the serbian border,2019-09-27 10:57:25,300.0,,,,01010000000F0BB5A679773440545227A089684640,,twitter,94
103,"['hungary', 'budapest']",0.0,,0.587,#المجر — الشرطة : فرار 300 لاجئ من مخيم للجوء في بودابيست,hungary police 300 refugees flee refuge camp in budapest,2019-09-27 11:24:13,300.0,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,95
104,"['budapest', 'austria']",0.998,['http://pbs.twimg.com/media/COD3eO8UkAAD93w.jpg'],0.561,RT @Caza_Blue: اللاجئون على جسر اليزابيث في وسط العاصمة بودابست يواصلون سيرهم بإتجاه الحدود النمساوية http://t.co/GHgeBJhlt8,refugees on the elizabeth bridge in the center of the capital budapest continue their march towards the austrian border,2019-09-27 12:53:19,,on foot,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,96
105,['syria'],0.545,['http://pbs.twimg.com/media/COUGG74UYAA-2cG.jpg'],0.897,RT @BBCArabic: #بريطانيا تستقبل 20 ألف لاجئ سوري بحلول 2020 http://t.co/rj9JyXmSZW http://t.co/FRX9Nvya8S,britain to receive 20 000 syrian refugees by 2020,2019-09-30 16:30:59,20000.0,,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,,twitter,97
106,"['hungary', 'serbia', 'egypt']",0.989,,0.625,#عاجل #أخبار_مصر #بوابة_القاهرة المجر: هروب 300 لاجىء من مخيم قرب الحدود مع صربيا  http://t.co/R5caXufk4O,urgent egyptian news hungary escapes 300 refugees from camp near border with serbia,2019-09-27 14:40:34,300.0,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,98
107,[],0.0,,0.672,"الرئيس الفرنسي فرانسوا هولاند يعلن من لندن أن ""أوروبا تحملت مسؤولياتها"" حيال اللاجئين",french president francois hollande announced from london that europe has assumed its responsibilities towards the refugees,2019-10-15 18:19:19,,,,,,,twitter,99
108,"['budapest', 'vienna', 'hungary']",0.8,['http://pbs.twimg.com/media/COExoZzVEAAQF-p.jpg'],0.994,RT @tounsiahourra: المئات من اللاجئين يغادرون محطة بودابست على الأقدام متجهين إلى فيينا بعد وقف المجر حركة القطارات لمنعهم من التنقل. http:…,hundreds of refugees leave the budapest station on foot heading for vienna after hungary stopped train traffic to stop them from moving,2019-09-27 17:07:19,,on foot,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,100
109,['budapest'],0.174,,0.689,RT @tounsiahourra: الشرطة المجرية عزلت اللاجئين العالقين في محطة بودابست ظهر الجمعة ومنعتهم من التواصل مع المنظمات غير الحكومية والصحافيين …,hungarian police isolated stranded refugees at the budapest station on friday afternoon and prevented them from communicating with ngos and journalists,2019-09-27 17:14:47,,,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,101
110,"['budapest', 'vienna', 'hungary', 'syria']",0.593,['http://pbs.twimg.com/media/COFApYlUwAERkYT.jpg'],0.981,"RT @tounsiahourra: على رجل واحدة، يسير هذا السوري من بودابست إلى فيينا، بعد أن منعت المجر القطارات عن اللاجئين. 
Via @FernandeF24 http://t.…",on one man this syrian walks from budapest to vienna after hungary has blocked trains from refugees via fernandef24 t,2019-09-27 18:12:54,1.0,on foot,HU110,AT13,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,102
111,"['hungary', 'austria', 'syria']",0.958,['http://pbs.twimg.com/media/COFepD4UYAAQB9R.jpg'],0.998,"RT @shbabRevolution: عبور مئات اللاجئين السوريين سيرا على الأقدام من #هنغاريا إلى #النمسا
الله ينتقم من كان سبب بتفريغ سوريا من اهلها http:…",hundreds of syrian refugees walk from hungary to austria,2019-09-27 20:23:54,,on foot,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,103
112,"['germany', 'hungary', 'austria']",0.897,,0.598,"#عاجل | الحكومة النمساوية تعلن الاتفاق مع #ألمانيا على استقبال آلاف اللاجئين القادمين من #هنغاريا .
#سوريا #سورية",urgent austrian government announces agreement with germany to receive thousands of refugees coming from hungary,2019-09-27 23:10:47,,,HU,,0101000000151DC9E53FC42A40EEEBC03923424A40,,twitter,104
113,['budapest'],0.013,['http://pbs.twimg.com/media/COHs_LtW8AAyNoT.jpg'],0.65,"RTarabic: من "" خربة الجوز"" إلى #بودابست #قطار الأحزان لا يغادر
#لاجئون

التفاصيل: http://t.co/J6vDMpNwE5 http://t.co/553is4vWqu",from khirbet al jawz to budapest the train of sorrow does not leave refugees details,2019-09-28 06:58:09,,train,,HU110,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,105
114,"['hungary', 'austria']",0.999,,1.0,عام / الشرطة النمساوية: نحو ألفي لاجيء يصلون إلى الحدود النمساوية من المجر http://t.co/Rpatdhy7xy,austrian police some 2 000 refugees arrive at austrian border from hungary,2019-09-28 07:21:01,2000.0,,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,106
115,"['hungary', 'austria']",0.99,['http://pbs.twimg.com/media/COH5rtxWwAAhtNW.jpg'],1.0,"الشرطة: نحو ألفي لاجئ يصلون إلى الحدود النمساوية من المجر
http://t.co/FIG7la1WcE http://t.co/p8PR9Vhqrc",some 2 000 refugees arrive at the austrian border from hungary,2019-09-28 07:41:15,2000.0,,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,107
116,"['germany', 'hungary']",0.999,,0.62,ألمانيا تتوقع وصول «10» آلاف لاجئ إليها عبر المجر http://t.co/6oIop1aqbI,germany expects to reach 10 thousands of refugees through hungary,2019-09-28 10:00:20,10.0,,,HU,0101000000151DC9E53FC42A40EEEBC03923424A40,,twitter,108
117,"['budapest', 'vienna']",0.957,,0.863,عاجل | المئات من اللاجئين يغادرون محطة كيليتي للقطارات في #بودابست مشيا على الأقدام باتجاه #فيينا. #باحثون_عن_حياة,urgent hundreds of refugees leave the kletty train station in budapest on foot towards vienna researchers love life,2019-09-28 10:13:55,,on foot,HU110,AT13,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,109
118,"['budapest', 'vienna']",0.959,,0.807,عاجل | رويترز: المئات من اللاجئين يغادرون محطة كيليتي للقطارات في #بودابست مشيا على الأقدام باتجاه #فيينا. #باحثون_عن_حياة,urgent hundreds of refugees leave kletti train station in budapest on foot for vienna researchers love life,2019-09-28 10:28:34,,on foot,,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,110
119,['austria'],0.938,['http://pbs.twimg.com/media/COIcgXLWEAAKGFR.jpg'],0.714,RT @yuself0: قبل دقائق المئات من اللاجئين يغادرون محطة قطارات كيلكي مشيا نحو النمسا و السلطات تأمر بـ توفير باصات نقل لهم. http://t.co/xXJY…,yuself0 minutes ago hundreds of refugees leave kilkie train station for austria and the authorities order the provision of transport buses,2019-09-28 11:23:30,,bus,AT,,010100000076711B0DE05D30409A99999999194840,,twitter,111
120,"['hungary', 'austria']",0.997,['http://pbs.twimg.com/media/COIveQTXAAAmS1T.jpg'],0.749,RT @hesham_m_2011: اتفاق ألماني نمساوي لاستقبال اللاجئين من المجر.. وأول قافلة تصل الحدود http://t.co/3DODdGuyZK,hesham m 2011 austrian austrian agreement to receive refugees from hungary the first convoy to reach the border,2019-09-28 11:36:16,,,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,112
121,"['austria', 'hungary']",0.731,,0.976,"RTarabic: RT RTArNewsRoom: الداخلية النمساوية: نحو 4 آلاف لاجئ يعبرون إلى النمسا قادمين من #المجر على متن حافلات
#… http://t.co/zZg0McVU6B",ratarabic rtarnewsroom austrian interior about 4 000 refugees cross into austria coming from hungary on board buses,2019-09-28 11:42:49,4000.0,bus,HU,AT,010100000076711B0DE05D30409A99999999194840,,twitter,113
122,"['hungary', 'austria']",0.893,['http://pbs.twimg.com/media/COIzIQiWEAAgrg6.jpg'],1.0,"RT @ajmubasher: الشرطة النمساوية: نحو ٤ آلاف لاجئ وصلوا إلى حدود البلاد قادمين من #المجر على متن حافلات
#لاجئون_إلى_متى http://t.co/5DaD5LU…",austrian police about 4 000 refugees have arrived at the border of the country coming from hungary on buses refugees to when t co 5dad5lu,2019-09-28 11:52:14,4000.0,bus,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,,twitter,114
